job_title,job_location,job_department,job_url,first_seen,base_salary,job_type,job_level,job_apply_end_date,last_seen,is_active,company,company_url,job_board,job_board_url
SAP GR Consultant,Jakarta,It And Engineering,https://dealls.com/role/sap-gr-consultant-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-16T03:20:24.923Z,True,PT Jasa Teknologi Informasi,N/A,Dealls,https://dealls.com/
Sales Trainee Academy by Ruangguru (Field Education Consultant) - Rantau Prapat,Labuhanbatu Regency,Business Dev And Sales,https://dealls.com/role/sales-trainee-academy-by-ruangguru-11,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-12T08:04:16.885Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Sales Trainee Academy by Ruangguru (Field Education Consultant) - Rokan Hilir,Rokan Hilir Regency,Business Dev And Sales,https://dealls.com/role/sales-trainee-academy-by-ruangguru-2,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-01T08:46:51.106Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Young Financial Academy (Cilacap),Cilacap Regency,Business Dev And Sales,https://dealls.com/role/young-financial-academy-cilacap,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-14T03:49:31.141Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card Funding Officer ( Medan ),Medan,Business Dev And Sales,https://dealls.com/role/card-funding-officer-medan-1,22/08/2024 07:11:18,4000000,contract,N/A,,2024-07-08T07:46:08.493Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Sintang),Sintang Regency,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-sintang,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-24T03:52:23.959Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Young Financial Academy (Balikpapan),Balikpapan,Business Dev And Sales,https://dealls.com/role/young-financial-academy-balikpapan,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-17T01:22:52.987Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Young Financial Academy (Jambi),Jambi,Business Dev And Sales,https://dealls.com/role/young-financial-academy-jambi,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-14T03:00:30.197Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Young Financial Academy (Madiun),Madiun,Business Dev And Sales,https://dealls.com/role/young-financial-academy-madiun,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-14T08:12:41.687Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Young Financial Academy (Cilegon),Cilegon,Business Dev And Sales,https://dealls.com/role/young-financial-academy-cilegon,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-14T03:29:50.440Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Warehouse Supervisor (Tanjung Balai Asahan - Siantar dan Kabanjahe - Sumut),Tanjung Balai,Admin And Ops,https://dealls.com/role/warehouse-supervisor-tanjung-balai-asahan,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-16T08:59:04.520Z,True,Wings Group Indonesia (Sayap Mas Utama),N/A,Dealls,https://dealls.com/
Medical Editor,Jakarta Barat,N/A,https://dealls.com/role/medical-service-supervisor,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-28T09:44:28.744Z,True,Arya Noble,N/A,Dealls,https://dealls.com/
Graphic Designer,Jakarta Utara,Design And Creative,https://dealls.com/role/graphic-designer-91,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T02:50:35.030Z,True,Wilopo Cargo,N/A,Dealls,https://dealls.com/
IT Manager,Jakarta Pusat,It And Engineering,https://dealls.com/role/it-manager-5,22/08/2024 07:11:18,13000000,fullTime,N/A,,2024-08-21T06:50:04.683Z,True,PT Reka Multi Aptika,N/A,Dealls,https://dealls.com/
Lead Campaign & Promo,Jakarta Barat,Marketing And Social Media,https://dealls.com/role/lead-campaign-and-promo,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T02:20:35.148Z,True,ASTRO,N/A,Dealls,https://dealls.com/
Personnel & General Affair Officer,Jakarta,Recruiting And People,https://dealls.com/role/personnel-and-general-affai-officer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T04:04:17.063Z,True,Agung Sedayu Group,N/A,Dealls,https://dealls.com/
Accounting Internship,Jakarta Pusat,Finance And Accounting,https://dealls.com/role/accounting-internship-3,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-20T06:54:14.866Z,True,PT Bank Digital BCA (BCA Digital),N/A,Dealls,https://dealls.com/
Accounting Admin,Jakarta Selatan,Finance And Accounting,https://dealls.com/role/accounting-admin-1,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-19T17:00:36.215Z,True,Dealls (YC W22),N/A,Dealls,https://dealls.com/
Junior Brand Manager,Jakarta Barat,Marketing And Social Media,https://dealls.com/role/junior-brand-manager-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T01:09:47.601Z,True,PT. CS2 POLA SEHAT,N/A,Dealls,https://dealls.com/
Freelance Talent Acquisition,Jakarta Barat,Recruiting And People,https://dealls.com/role/freelance-talent-acquisition-2,22/08/2024 07:11:18,N/A,freelance,N/A,,2024-08-20T05:25:43.303Z,True,ASTRO,N/A,Dealls,https://dealls.com/
Accounting Internship,Tangerang Selatan,Finance And Accounting,https://dealls.com/role/accounting-internship-2,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-19T07:36:29.360Z,True, AEON INDONESIA PT,N/A,Dealls,https://dealls.com/
Digital Marketing Specialist,Tangerang,Marketing And Social Media,https://dealls.com/role/digital-marketing-specialist-14,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T03:16:21.673Z,True,PT Maxta Elit Sejahtera,N/A,Dealls,https://dealls.com/
Financial Risk Supervisor,Jakarta,Finance And Accounting,https://dealls.com/role/financial-risk-supervisor,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T13:06:23.626Z,True,Mandiri AXA General Insurance,N/A,Dealls,https://dealls.com/
Product Consultant (Surabaya),Surabaya,Business Dev And Sales,https://dealls.com/role/product-consultant-surabaya,22/08/2024 07:11:18,N/A,contract,N/A,,2024-07-10T01:24:42.434Z,True,MODENA,N/A,Dealls,https://dealls.com/
Bancassurance Life Consultant - Surabaya,Surabaya,Business Dev And Sales,https://dealls.com/role/bancassurance-life-consultant-surabaya,22/08/2024 07:11:18,3000000,fullTime,N/A,,2023-08-28T03:35:55.738Z,True,AIA Indonesia,N/A,Dealls,https://dealls.com/
CRM Intern,Jakarta,Marketing And Social Media,https://dealls.com/role/crm-intern,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-01T03:30:45.367Z,True,Vidio,N/A,Dealls,https://dealls.com/
Digital Transaction & Payment,Jakarta,Data And Product Management,https://dealls.com/role/digital-transaction-and-payment,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-08T08:52:19.155Z,True,SeaBank Indonesia,N/A,Dealls,https://dealls.com/
Senior Software Engineer,Jakarta,It And Engineering,https://dealls.com/role/senior-software-engineer-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-15T08:07:57.506Z,True,Flip,N/A,Dealls,https://dealls.com/
Senior Sales Executive,Batam,Business Dev And Sales,https://dealls.com/role/senior-sales-executive-4,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-29T04:53:56.993Z,True,Luna Park Media,N/A,Dealls,https://dealls.com/
Campaign & Digital Performance,Batam,Marketing And Social Media,https://dealls.com/role/campaign-and-digital-performance,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-30T05:21:47.474Z,True,Luna Park Media,N/A,Dealls,https://dealls.com/
Key Account Manager (Insurance),Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/key-account-manager-insurance,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-07-14T03:17:56.714Z,True,Halodoc,N/A,Dealls,https://dealls.com/
Arsitek,Bandung,Design And Creative,https://dealls.com/role/arsitek,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-14T09:23:39.258Z,True,PT. Richeese Kuliner Indonesia,N/A,Dealls,https://dealls.com/
Bancassurance Financial Advisor Reg. Surabaya (Jatim Bagian Utara),Surabaya,Business Dev And Sales,https://dealls.com/role/bancassurance-financial-advisor-reg-surabaya,22/08/2024 07:11:18,4000000,fullTime,N/A,,2023-10-24T13:19:35.011Z,True,PT Asuransi BRI Life,N/A,Dealls,https://dealls.com/
Good Manufacturing Practice (GMP) Officer,Sukoharjo Regency,Business Dev And Sales,https://dealls.com/role/good-manufacturing-practice-gmp-officer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T12:07:12.433Z,True,Konimex Group,N/A,Dealls,https://dealls.com/
Assistant Product Manager ( Air conditioner product specialist),Jakarta,N/A,https://dealls.com/role/assistant-to-product-manager,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-16T08:19:35.975Z,True,PT Gree Electric Appliances Indonesia,N/A,Dealls,https://dealls.com/
Sales Management Trainee (Mandarin),Surabaya,Business Dev And Sales,https://dealls.com/role/sales-management-trainee-mandarin,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T11:10:32.164Z,True,PT Gree Electric Appliances Indonesia,N/A,Dealls,https://dealls.com/
Senior Associate - Consulting - Strategy & Operations,Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/senior-associate-consulting-strategy-and,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-12-15T10:12:55.115Z,True,PwC Indonesia,N/A,Dealls,https://dealls.com/
Sales Taking Order – Purwakarta,Purwakarta Regency,Business Dev And Sales,https://dealls.com/role/sales-taking-order-purwakarta,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-03T10:05:18.180Z,True,PT. Sinar Sosro,N/A,Dealls,https://dealls.com/
Accounting Analyst,Jakarta Selatan,Finance And Accounting,https://dealls.com/role/accounting-analyst-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-15T02:00:48.875Z,True,Amartha,N/A,Dealls,https://dealls.com/
SAP PP Consultant,Jakarta Pusat,It And Engineering,https://dealls.com/role/sap-pp-consultant,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-16T08:42:23.898Z,True,PT Jasa Teknologi Informasi,N/A,Dealls,https://dealls.com/
Tax Supervisor,Jakarta Selatan,Finance And Accounting,https://dealls.com/role/tax-supervisor-4,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-04T04:01:52.389Z,True,"PT. Garudafood Putra Putri Jaya, Tbk",N/A,Dealls,https://dealls.com/
UX Illustrator,Jakarta Selatan,Design And Creative,https://dealls.com/role/ux-illustrator,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-07-13T02:41:03.475Z,True,Halodoc,N/A,Dealls,https://dealls.com/
Sales Executive (Solo),Surakarta,Business Dev And Sales,https://dealls.com/role/sales-executive-solo,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-29T05:08:51.663Z,True,JALA,N/A,Dealls,https://dealls.com/
Asset Recovery Project,Yogyakarta,Finance And Accounting,https://dealls.com/role/asset-recovery-project,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-09T07:33:41.500Z,True,JALA,N/A,Dealls,https://dealls.com/
Accounting Supervisor,Palembang,Finance And Accounting,https://dealls.com/role/accounting-supervisor,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T13:47:55.495Z,True,PT Tempo Scan Pacific Tbk,N/A,Dealls,https://dealls.com/
Accounting Supervisor,Jakarta Selatan,Finance And Accounting,https://dealls.com/role/accounting-supervisor-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-05-19T09:15:11.851Z,True,Halodoc,N/A,Dealls,https://dealls.com/
Data Migration/Cutover Consultant,Jakarta,It And Engineering,https://dealls.com/role/data-migrationcutover-consultant,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-16T09:53:52.547Z,True,PT Jasa Teknologi Informasi,N/A,Dealls,https://dealls.com/
Staff Sales and Marketing Medical - Depok,Depok,Business Dev And Sales,https://dealls.com/role/staff-sales-and-marketing-medical,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-02T08:42:04.241Z,True,Morula IVF Indonesia (PT. Morula Indonesia),N/A,Dealls,https://dealls.com/
Website Developer,Jakarta,It And Engineering,https://dealls.com/role/website-developer,22/08/2024 07:11:18,5000000,"fullTime,contract",N/A,,2023-03-08T14:22:46.810Z,True,Agung Sedayu Group,N/A,Dealls,https://dealls.com/
Business Development Bali,Bali,Business Dev And Sales,https://dealls.com/role/business-development-114,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-15T07:04:37.300Z,True,Runchise,N/A,Dealls,https://dealls.com/
System and Procedure Specialist,Jakarta Pusat,Finance And Accounting,https://dealls.com/role/system-and-procedure-specialist,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-04T03:25:02.309Z,True,PT Bank Digital BCA (BCA Digital),N/A,Dealls,https://dealls.com/
Senior IT Developer,Jakarta Selatan,It And Engineering,https://dealls.com/role/senior-it-developer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-04T03:32:03.397Z,True,PT Bank Digital BCA (BCA Digital),N/A,Dealls,https://dealls.com/
System and Procedure Specialist,Jakarta Pusat,Finance And Accounting,https://dealls.com/role/system-and-procedure-specialist-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-15T09:59:38.400Z,True,PT Bank Digital BCA (BCA Digital),N/A,Dealls,https://dealls.com/
Danamon Bankers Trainee (DBT),Indonesia,Finance And Accounting,https://dealls.com/role/danamon-bankers-trainee-dbt,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-16T09:14:30.639Z,True,Bank Danamon,N/A,Dealls,https://dealls.com/
Finance & Accounting - Wilayah Jakarta Banten,Jakarta Timur,N/A,https://dealls.com/role/finance-and-accounting-wilayah-jakarta,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-04T01:35:45.554Z,True,PT. Sinar Sosro,N/A,Dealls,https://dealls.com/
API Integration Lead,Jakarta,It And Engineering,https://dealls.com/role/api-integration-lead,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-06T01:23:59.225Z,True,Astra Financial,N/A,Dealls,https://dealls.com/
Data Engineer,Jakarta,Data And Product Management,https://dealls.com/role/data-engineer-26,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-03T08:20:48.868Z,True,Astra Financial,N/A,Dealls,https://dealls.com/
Corporate Strategy Analyst,Jakarta,Finance And Accounting,https://dealls.com/role/corporate-strategy-analyst-3,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-15T03:29:00.307Z,True,Astra Financial,N/A,Dealls,https://dealls.com/
Data Analyst (Manufacture),Jakarta Barat,Data And Product Management,https://dealls.com/role/data-analyst-manufacture,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-18T09:29:31.254Z,True,PT. CS2 POLA SEHAT,N/A,Dealls,https://dealls.com/
Junior Brand Manager,Jakarta Barat,Marketing And Social Media,https://dealls.com/role/junior-brand-manager,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-16T04:59:21.383Z,True,PT. CS2 POLA SEHAT,N/A,Dealls,https://dealls.com/
Digital Marketing Supervisor,Jakarta Barat,Marketing And Social Media,https://dealls.com/role/digital-marketing-supervisor-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-12-06T03:45:42.927Z,True,PT. CS2 POLA SEHAT,N/A,Dealls,https://dealls.com/
Administration Staff - Wilayah Jatibarang,Indramayu Regency,Admin And Ops,https://dealls.com/role/administration-staff-wilayah-jatibarang,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T08:17:40.174Z,True,PT. Sinar Sosro,N/A,Dealls,https://dealls.com/
Custome Relationship Management Intern,Jakarta,Marketing And Social Media,https://dealls.com/role/custome-relationship-management-intern,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-01T03:36:55.660Z,True,Vidio,N/A,Dealls,https://dealls.com/
Settlement Checker,Jakarta,Finance And Accounting,https://dealls.com/role/settlement-checker,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-09T03:32:57.445Z,True,SeaBank Indonesia,N/A,Dealls,https://dealls.com/
Fraud Detection,Jakarta,Admin And Ops,https://dealls.com/role/fraud-detection,22/08/2024 07:11:18,N/A,contract,N/A,,2024-05-08T10:43:13.271Z,True,SeaBank Indonesia,N/A,Dealls,https://dealls.com/
Technology Associate Program (MT IT),Jakarta Selatan,It And Engineering,https://dealls.com/role/technology-associate-program-mt-it,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-18T06:54:52.208Z,True,PT Bussan Auto Finance,N/A,Dealls,https://dealls.com/
Marketing General Insurance (Surabaya),Surabaya,Business Dev And Sales,https://dealls.com/role/marketing-general-insurance-surabaya,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-13T03:05:38.873Z,True,PT. Asuransi MSIG Indonesia,N/A,Dealls,https://dealls.com/
General Ledger Supervisor,Sidoarjo Regency,Finance And Accounting,https://dealls.com/role/general-ledger-supervisor,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-12T04:28:19.059Z,True,PT SANTOS JAYA ABADI (Kapal Api Group),N/A,Dealls,https://dealls.com/
Brand Manager,Jakarta Barat,Marketing And Social Media,https://dealls.com/role/brand-manager-21,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-16T06:46:59.931Z,True,PT United Family Food,N/A,Dealls,https://dealls.com/
Regulatory Affairs & Product Compliance Specialist (SPV),Jakarta,Business Dev And Sales,https://dealls.com/role/regulatory-affairs-and-product-compliance-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-20T08:17:50.034Z,True,MR. DIY Indonesia,N/A,Dealls,https://dealls.com/
Regulatory Affairs & Product Compliance Manager,Jakarta,Business Dev And Sales,https://dealls.com/role/regulatory-affairs-and-product-compliance,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-20T08:16:15.526Z,True,MR. DIY Indonesia,N/A,Dealls,https://dealls.com/
Finance Business Partner,Jakarta Selatan,Finance And Accounting,https://dealls.com/role/finance-business-partner-3,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-15T04:30:39.724Z,True,MR. DIY Indonesia,N/A,Dealls,https://dealls.com/
System and Procedure Specialist,Jakarta Pusat,Finance And Accounting,https://dealls.com/role/system-and-procedure-specialist,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-04T03:25:02.309Z,True,PT Bank Digital BCA (BCA Digital),N/A,Dealls,https://dealls.com/
Senior IT Developer,Jakarta Selatan,It And Engineering,https://dealls.com/role/senior-it-developer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-04T03:32:03.397Z,True,PT Bank Digital BCA (BCA Digital),N/A,Dealls,https://dealls.com/
System and Procedure Specialist,Jakarta Pusat,Finance And Accounting,https://dealls.com/role/system-and-procedure-specialist-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-15T09:59:38.400Z,True,PT Bank Digital BCA (BCA Digital),N/A,Dealls,https://dealls.com/
JUNIOR BUSINESS IMPROVEMENT ANALYST,Jakarta,Marketing And Social Media,https://dealls.com/role/junior-business-improvement-analyst,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-11-22T06:17:42.317Z,True,PT Fastrata Buana (Kapal Api Group),N/A,Dealls,https://dealls.com/
Senior Sales Executive,Batam,Business Dev And Sales,https://dealls.com/role/senior-sales-executive-4,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-29T04:53:56.993Z,True,Luna Park Media,N/A,Dealls,https://dealls.com/
Campaign & Digital Performance,Batam,Marketing And Social Media,https://dealls.com/role/campaign-and-digital-performance,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-30T05:21:47.474Z,True,Luna Park Media,N/A,Dealls,https://dealls.com/
Digital Transaction & Payment,Jakarta,Data And Product Management,https://dealls.com/role/digital-transaction-and-payment,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-08T08:52:19.155Z,True,SeaBank Indonesia,N/A,Dealls,https://dealls.com/
CRM Intern,Jakarta,Marketing And Social Media,https://dealls.com/role/crm-intern,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-01T03:30:45.367Z,True,Vidio,N/A,Dealls,https://dealls.com/
API Integration Lead,Jakarta,It And Engineering,https://dealls.com/role/api-integration-lead,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-06T01:23:59.225Z,True,Astra Financial,N/A,Dealls,https://dealls.com/
Data Engineer,Jakarta,Data And Product Management,https://dealls.com/role/data-engineer-26,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-03T08:20:48.868Z,True,Astra Financial,N/A,Dealls,https://dealls.com/
Corporate Strategy Analyst,Jakarta,Finance And Accounting,https://dealls.com/role/corporate-strategy-analyst-3,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-15T03:29:00.307Z,True,Astra Financial,N/A,Dealls,https://dealls.com/
Finance & Accounting - Wilayah Jakarta Banten,Jakarta Timur,N/A,https://dealls.com/role/finance-and-accounting-wilayah-jakarta,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-04T01:35:45.554Z,True,PT. Sinar Sosro,N/A,Dealls,https://dealls.com/
Regulatory Affairs & Product Compliance Specialist (SPV),Jakarta,Business Dev And Sales,https://dealls.com/role/regulatory-affairs-and-product-compliance-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-20T08:17:50.034Z,True,MR. DIY Indonesia,N/A,Dealls,https://dealls.com/
Regulatory Affairs & Product Compliance Manager,Jakarta,Business Dev And Sales,https://dealls.com/role/regulatory-affairs-and-product-compliance,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-20T08:16:15.526Z,True,MR. DIY Indonesia,N/A,Dealls,https://dealls.com/
Finance Business Partner,Jakarta Selatan,Finance And Accounting,https://dealls.com/role/finance-business-partner-3,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-15T04:30:39.724Z,True,MR. DIY Indonesia,N/A,Dealls,https://dealls.com/
RM Mortgage (AO Consumer) for Denpasar - Samarinda - Makassar & Pontianak,Jakarta,Business Dev And Sales,https://dealls.com/role/rm-mortgage-ao-consumer-for-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-06T04:00:43.401Z,True,PT. Bank KB Bukopin Tbk,N/A,Dealls,https://dealls.com/
RM SME for Bali & NTT (walk in interview),Jakarta,Business Dev And Sales,https://dealls.com/role/rm-sme-for-bali-and,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-06T03:24:46.558Z,True,PT. Bank KB Bukopin Tbk,N/A,Dealls,https://dealls.com/
RM Mortgage (AO Consumer) for Sumatera Area,Jakarta,Business Dev And Sales,https://dealls.com/role/rm-mortgage-ao-consumer-for,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-06T03:54:51.090Z,True,PT. Bank KB Bukopin Tbk,N/A,Dealls,https://dealls.com/
Agency Leadership Training West,Jakarta,Recruiting And People,https://dealls.com/role/agency-leadership-training-west,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-30T03:10:25.373Z,True,MSIG Life Insurance Indonesia Tbk,N/A,Dealls,https://dealls.com/
Admin Operational - Intern,Jakarta Barat,Admin And Ops,https://dealls.com/role/admin-operational-intern,22/08/2024 07:11:18,N/A,internship,N/A,,2024-05-28T04:17:34.671Z,True,PT. CS2 POLA SEHAT,N/A,Dealls,https://dealls.com/
Driver,Indonesia,Admin And Ops,https://dealls.com/role/driver,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-08T04:39:37.298Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Area Sales & Promotion Supervisor - Mataram,Mataram,Business Dev And Sales,https://dealls.com/role/area-sales-and-promotion-supervisor-9,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-10T08:25:11.693Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Area Sales & Promotion Supervisor - Denpasar,Denpasar,Business Dev And Sales,https://dealls.com/role/area-sales-and-promotion-supervisor-7,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-08T08:08:38.355Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Key Account Executive - Modern Trade,Jakarta Timur,Business Dev And Sales,https://dealls.com/role/key-account-executive-modern-trade,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-07T09:40:15.006Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Transportation Coordinator,Jakarta Timur,Admin And Ops,https://dealls.com/role/transportation-coordinator-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-02-20T09:13:13.962Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Area Sales & Promotion Supervisor (All Indonesia),Jakarta,Business Dev And Sales,https://dealls.com/role/area-sales-and-promotion-supervisor-13,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-03-21T02:40:12.793Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Transportation Supervisor,Bekasi,Admin And Ops,https://dealls.com/role/transportation-supervisor,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-11-23T02:03:22.445Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Finance - Accounting - and Tax Supervisor,Jakarta Timur,Finance And Accounting,https://dealls.com/role/finance-accounting-and-tax-supervisor-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-06-11T02:29:53.087Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Finance Accounting Coordinator - Pekanbaru,Pekanbaru,Finance And Accounting,https://dealls.com/role/finance-accounting-coordinator-pekanbaru,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-04-04T06:49:24.365Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Area Sales & Promotion Supervisor (Samarinda),Samarinda,Business Dev And Sales,https://dealls.com/role/area-sales-and-promotion-supervisor-10,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-01-19T04:20:32.749Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Operation Controller - Jakarta,Jakarta Timur,N/A,https://dealls.com/role/operation-controller-tangerang,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-18T07:23:17.273Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Transport Planning Supervisor,Jakarta Timur,Admin And Ops,https://dealls.com/role/transport-planning-supervisor,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-11T04:23:47.335Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Demand Planning Officer,Jakarta Timur,Admin And Ops,https://dealls.com/role/demand-planning-officer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-04T04:01:37.309Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Information Technology Project Management,Jakarta,It And Engineering,https://dealls.com/role/information-technology-project-management,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-05-03T08:22:37.539Z,True,Astra Financial,N/A,Dealls,https://dealls.com/
IT Project Manager,Jakarta,It And Engineering,https://dealls.com/role/it-project-manager,22/08/2024 07:11:18,N/A,fullTime,N/A,,2023-03-08T13:27:15.796Z,True,Mandiri AXA General Insurance,N/A,Dealls,https://dealls.com/
