job_title,job_location,job_department,job_url,first_seen,base_salary,job_type,job_level,job_apply_end_date,last_seen,is_active,company,company_url,job_board,job_board_url
Branch Manager - Lampung (Kalianda),Lampung Selatan Regency,Business Dev And Sales,https://dealls.com/role/branch-manager-lampung-kalianda,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-19T06:40:18.237Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Relationship Manager Lending - KoinWorks Bank,Tangerang Selatan,Business Dev And Sales,https://dealls.com/role/relationship-manager-lending-koinworks-bank,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-19T08:39:20.182Z,True,PT Lunaria Annua Teknologi (KoinWorks),N/A,Dealls,https://dealls.com/
HRIS Supervisor,Jakarta,Recruiting And People,https://dealls.com/role/hris-supervisor,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T11:40:41.085Z,True,Agung Sedayu Group,N/A,Dealls,https://dealls.com/
Sales Manager - Paint,Tangerang,Business Dev And Sales,https://dealls.com/role/sales-manager-paint,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-19T13:55:59.180Z,True,BRIK,N/A,Dealls,https://dealls.com/
Sales Horeca & General Institution,Jakarta,Business Dev And Sales,https://dealls.com/role/sales-horeca-and-general-institution,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-19T01:57:54.882Z,True,PT Usaha Pintar Pratama,N/A,Dealls,https://dealls.com/
Academic Manager,Jakarta Selatan,Admin And Ops,https://dealls.com/role/academic-manager,22/08/2024 07:11:18,10000000,fullTime,N/A,,2024-08-19T05:26:48.105Z,True,Migunani&Co,N/A,Dealls,https://dealls.com/
Marketing Internship,Jakarta Barat,Marketing And Social Media,https://dealls.com/role/marketing-internship-3,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-22T04:27:18.198Z,True,PT Mega Central Finance (MCF),N/A,Dealls,https://dealls.com/
GA Facility Services,Jakarta Utara,N/A,https://dealls.com/role/ga-facility-services,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-22T07:09:22.683Z,True,Arya Noble,N/A,Dealls,https://dealls.com/
Field Supervisor,Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/field-supervisor,22/08/2024 07:11:18,5000000,fullTime,N/A,,2024-08-22T04:07:16.518Z,True,Arya Noble,N/A,Dealls,https://dealls.com/
Staff Nurse Marketing Padang,Padang,Health And Science,https://dealls.com/role/staff-nurse-marketing-padang,22/08/2024 07:11:18,2600000,contract,N/A,,2024-08-21T09:13:12.795Z,True,Morula IVF Indonesia (PT. Morula Indonesia),N/A,Dealls,https://dealls.com/
Finance Supervisor,Jakarta Barat,Finance And Accounting,https://dealls.com/role/finance-supervisor-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-22T01:16:33.434Z,True,PT. CS2 POLA SEHAT,N/A,Dealls,https://dealls.com/
Supply Excellence Intern,Jakarta Selatan,Admin And Ops,https://dealls.com/role/supply-excellence-intern,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-21T11:21:30.495Z,True,RedDoorz,N/A,Dealls,https://dealls.com/
Legal Manager,Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/legal-manager-3,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T14:42:49.288Z,True,MR. DIY Indonesia,N/A,Dealls,https://dealls.com/
Chinese Food Merchandising Supervisor (Mandarin Speaker),Tangerang Selatan,Admin And Ops,https://dealls.com/role/chinese-food-merchandising-supervisor-mandarin,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-21T08:18:11.458Z,True, AEON INDONESIA PT,N/A,Dealls,https://dealls.com/
B2B Partnership,Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/b2b-partnership,22/08/2024 07:11:18,7000000,contract,N/A,,2024-08-22T00:06:36.677Z,True,PT Teman Satu Skolla,N/A,Dealls,https://dealls.com/
Sales Elevator Escalator,Jakarta Pusat,Business Dev And Sales,https://dealls.com/role/sales-elevator-escalator,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-22T04:33:22.186Z,True,PT Japan Elevator Service Indonesia,N/A,Dealls,https://dealls.com/
Quality Control Specialist (Fintech),Jakarta Selatan,Finance And Accounting,https://dealls.com/role/quality-control-specialist-fintech-1,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-22T06:45:12.041Z,True,PT Indonesia Fintopia Technology (Easycash),N/A,Dealls,https://dealls.com/
Accounting Payroll Officer,Jakarta Barat,N/A,https://dealls.com/role/accounting-payroll-officer,22/08/2024 07:11:18,6000000,fullTime,N/A,,2024-08-22T07:03:23.859Z,True,Migunani&Co,N/A,Dealls,https://dealls.com/
Field Sales (Jakarta & Bekasi Area),Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/field-sales-jakarta-and-bekasi,22/08/2024 07:11:18,5100000,contract,N/A,,2024-08-22T00:01:26.432Z,True,PT Teman Satu Skolla,N/A,Dealls,https://dealls.com/
Business Development (Offline Sales),Tangerang Selatan,Business Dev And Sales,https://dealls.com/role/business-development-offline-sales,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-22T04:12:55.247Z,True,Lash Boss,N/A,Dealls,https://dealls.com/
Supply Chain Management,Tangerang Selatan,Admin And Ops,https://dealls.com/role/supply-chain-management,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-22T03:56:07.412Z,True,Lash Boss,N/A,Dealls,https://dealls.com/
General Admin Support (BALIK PAPAN-KALIMANTAN TIMUR),Balikpapan,Admin And Ops,https://dealls.com/role/general-admin-support,22/08/2024 07:11:18,3500000,fullTime,N/A,,2024-08-22T01:47:05.028Z,True,PT Himawan Putra,N/A,Dealls,https://dealls.com/
Finace Senior Staff (GVN),Karawang Regency,Finance And Accounting,https://dealls.com/role/finace-senior-staff,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T07:46:46.155Z,True,Kalbe Nutritionals (PT Sanghiang Perkasa),N/A,Dealls,https://dealls.com/
Project Management Office Manager,Padang,N/A,https://dealls.com/role/project-management-office-manager,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-21T09:52:26.622Z,True,Morula IVF Indonesia (PT. Morula Indonesia),N/A,Dealls,https://dealls.com/
Brand Manager,Surabaya,Marketing And Social Media,https://dealls.com/role/brand-manager-22,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T09:49:05.057Z,True,PT Wangta Agung,N/A,Dealls,https://dealls.com/
Host Live Streaming,Bekasi Regency,Marketing And Social Media,https://dealls.com/role/host-live-streaming-26,22/08/2024 07:11:18,5000000,fullTime,N/A,,2024-08-21T08:48:54.039Z,True,PT Dachin Etech Global,N/A,Dealls,https://dealls.com/
Marketing Lead,Jakarta Selatan,Marketing And Social Media,https://dealls.com/role/marketing-lead-2,22/08/2024 07:11:18,8000000,contract,N/A,,2024-08-22T00:11:46.280Z,True,PT Teman Satu Skolla,N/A,Dealls,https://dealls.com/
Sales Trainee Academy by Ruangguru (Field Education Consultant) - Solo,Surakarta,Business Dev And Sales,https://dealls.com/role/sales-trainee-academy-by-ruangguru-18,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-21T03:36:44.160Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Sales Trainee Academy by Ruangguru (Field Education Consultant) - Wonogiri,Wonogiri Regency,Business Dev And Sales,https://dealls.com/role/sales-trainee-academy-by-ruangguru-20,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-21T03:39:28.390Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Sales Trainee Academy by Ruangguru (Field Education Consultant) - Boyolali,Boyolali Regency,Business Dev And Sales,https://dealls.com/role/sales-trainee-academy-by-ruangguru-16,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-21T03:26:33.364Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Sales Trainee Academy by Ruangguru (Field Education Consultant) - Klaten,Klaten Regency,Business Dev And Sales,https://dealls.com/role/sales-trainee-academy-by-ruangguru-17,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-21T03:35:01.879Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Content Writer,Jakarta Selatan,Design And Creative,https://dealls.com/role/content-writer-7,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-22T01:55:24.949Z,True,MODENA,N/A,Dealls,https://dealls.com/
Sales Trainee Academy by Ruangguru (Field Education Consultant) - Bireuen,Bireuen Regency,Business Dev And Sales,https://dealls.com/role/sales-trainee-academy-by-ruangguru-21,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-21T04:03:07.061Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Sales Trainee Academy by Ruangguru (Field Education Consultant) - Sukoharjo,Sukoharjo Regency,Business Dev And Sales,https://dealls.com/role/sales-trainee-academy-by-ruangguru-19,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-21T03:38:00.112Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Sales Executive (Horeca Business),Jakarta Selatan,Business Dev And Sales,https://dealls.com/role/sales-executive-horeca-business,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T06:56:40.447Z,True,Sayurbox,N/A,Dealls,https://dealls.com/
Division Head of Financial Accounting & Quality Assurance,Jakarta Pusat,Finance And Accounting,https://dealls.com/role/division-head-of-financial-accounting,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-21T01:12:38.185Z,True,Morula IVF Indonesia (PT. Morula Indonesia),N/A,Dealls,https://dealls.com/
Account Executive,Tangerang Selatan,Business Dev And Sales,https://dealls.com/role/account-executive-57,22/08/2024 07:11:18,6000000,fullTime,N/A,,2024-08-22T06:45:21.944Z,True,Netpolitan,N/A,Dealls,https://dealls.com/
TAX SPV,Jakarta Utara,Finance And Accounting,https://dealls.com/role/tax-spv,22/08/2024 07:11:18,8000000,contract,N/A,,2024-08-21T08:05:28.608Z,True,COMPLETE SELULAR GROUP,N/A,Dealls,https://dealls.com/
Retail Sales Manager (Across Indonesia),Indonesia,Business Dev And Sales,https://dealls.com/role/retail-sales-manager-across-indonesia,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T07:57:24.167Z,True,PT. Mowilex,N/A,Dealls,https://dealls.com/
Marketing Area Specialist,Jakarta Selatan,Marketing And Social Media,https://dealls.com/role/marketing-area-specialist,22/08/2024 07:11:18,5000000,fullTime,N/A,,2024-08-21T10:02:56.199Z,True,Arya Noble,N/A,Dealls,https://dealls.com/
Operation & Maintenance Engineer,Biak Numfor Regency,It And Engineering,https://dealls.com/role/operation-and-maintenance-engineer,22/08/2024 07:11:18,9000000,contract,N/A,,2024-08-21T04:08:16.922Z,True,Pasifik Satelit Nusantara,N/A,Dealls,https://dealls.com/
Process Improvement Lead,Jakarta Barat,Data And Product Management,https://dealls.com/role/process-improvement-lead,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T02:52:06.805Z,True,ASTRO,N/A,Dealls,https://dealls.com/
Multimedia Internship,Jakarta Timur,Design And Creative,https://dealls.com/role/multimedia-internship-2,22/08/2024 07:11:18,N/A,internship,N/A,,2024-08-22T03:28:38.504Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Accounting Officer,Jakarta Utara,Finance And Accounting,https://dealls.com/role/accounting-officer-15,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T07:33:15.938Z,True,ADR Group of Companies,N/A,Dealls,https://dealls.com/
Sales Area (Jabodetabek),Jakarta Utara,Business Dev And Sales,https://dealls.com/role/sales-area-jabodetabek,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T03:23:51.537Z,True,MT Jewelry,N/A,Dealls,https://dealls.com/
Senior Sales for Atlantic Intraco,Surabaya,Business Dev And Sales,https://dealls.com/role/senior-sales-for-atlantic-intraco,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T09:39:20.942Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
Video Editor for Digimaru,Surabaya,Design And Creative,https://dealls.com/role/video-editor-for-digimaru,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T03:52:12.319Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
Senior UX Researcher​,Yogyakarta,Data And Product Management,https://dealls.com/role/senior-ux-researcher,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T04:46:18.460Z,True,KiriminAja,N/A,Dealls,https://dealls.com/
Secretary,Jakarta,Admin And Ops,https://dealls.com/role/secretary-7,22/08/2024 07:11:18,8000000,fullTime,N/A,,2024-08-21T02:38:16.934Z,True,PT RIOTA JAYA LESTARI,N/A,Dealls,https://dealls.com/
Real Estate,Jakarta Barat,It And Engineering,https://dealls.com/role/real-estate,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T08:14:47.825Z,True,UENA Food,N/A,Dealls,https://dealls.com/
Content Creator for Digimaru,Surabaya,Marketing And Social Media,https://dealls.com/role/content-creator-for-digimaru,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T03:37:50.791Z,True,BrandPartner - Strategic Growth Consultant,N/A,Dealls,https://dealls.com/
Center Manager,Jakarta Utara,Business Dev And Sales,https://dealls.com/role/center-manager,22/08/2024 07:11:18,10000000,fullTime,N/A,,2024-08-21T04:47:07.023Z,True,Migunani&Co,N/A,Dealls,https://dealls.com/
Business Development Semarang,Semarang Regency,Business Dev And Sales,https://dealls.com/role/business-development-semarang,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T08:07:33.917Z,True,Runchise,N/A,Dealls,https://dealls.com/
RnD Software Engineer - Salatiga,Salatiga,It And Engineering,https://dealls.com/role/rnd-software-engineer-salatiga,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T09:22:03.776Z,True,Formulatrix Indonesia,N/A,Dealls,https://dealls.com/
Mechanical Design Engineer,Salatiga,It And Engineering,https://dealls.com/role/mechanical-design-engineer,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-22T04:39:58.583Z,True,Formulatrix Indonesia,N/A,Dealls,https://dealls.com/
Employer Branding Specialist,Jakarta Selatan,Marketing And Social Media,https://dealls.com/role/sr-employer-branding-and-talent,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T10:15:29.712Z,True,Arya Noble,N/A,Dealls,https://dealls.com/
Business Development Yogyakarta,Yogyakarta,Business Dev And Sales,https://dealls.com/role/business-development-yogyakarta,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-20T08:04:53.687Z,True,Runchise,N/A,Dealls,https://dealls.com/
E-commerce Intern,Jakarta Selatan,Marketing And Social Media,https://dealls.com/role/e-commerce-intern,22/08/2024 07:11:18,2250000,internship,N/A,,2024-08-21T10:41:40.315Z,True,"PT Akasha Wira International, Tbk",N/A,Dealls,https://dealls.com/
Management Trainee - Marketing,Jakarta Barat,Marketing And Social Media,https://dealls.com/role/management-trainee-marketing-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-21T07:17:49.236Z,True,PT. CS2 POLA SEHAT,N/A,Dealls,https://dealls.com/
Market Research Analyst,Jakarta Selatan,Data And Product Management,https://dealls.com/role/market-research-analyst-1,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-21T07:55:35.029Z,True,Integrity Asia,N/A,Dealls,https://dealls.com/
Program Permagangan Sales Motoris - Wilayah Subang,Subang Regency,Business Dev And Sales,https://dealls.com/role/program-permagangan-sales-motoris-wilayah-2,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T06:56:27.289Z,True,PT. Sinar Sosro,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Palopo),Palopo,N/A,https://dealls.com/role/card-and-funding-officer-palopo,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T01:30:15.418Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Samarinda),Samarinda,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-samarinda,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:03:12.238Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Mamuju),Mamuju Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-mamuju,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T01:23:01.140Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Ternate),Ternate,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-ternate,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:56:13.594Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Sintang),Sintang Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-sintang,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:32:44.239Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Palangkaraya),Pontianak,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-palangkaraya,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:20:30.672Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & funding Officer (Merauke),Merauke Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-merauke,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:11:02.863Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Tobelo),Halmahera Utara Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-tobelo,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T03:02:30.002Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Bontang),Bontang,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-bontang,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:35:16.917Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Maros),Maros Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-maros,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T00:36:32.109Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Bone),Bone Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-bone,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:00:10.663Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & funding Officer (Gorontalo),Gorontalo,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-gorontalo,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:48:29.070Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Gorontalo),Gorontalo Regency,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-gorontalo,22/08/2024 07:11:18,4500000,fullTime,N/A,,2024-07-31T08:45:10.164Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & funding Officer (Parepare),Parepare,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-parepare,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T00:58:34.504Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Kendari ),Kendari,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-kendari,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T01:57:03.920Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Regional Coach English Academy - Denpasar,Denpasar,Recruiting And People,https://dealls.com/role/regional-coach-english-academy-denpasar,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-13T09:45:49.467Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Master Teacher English Academy - Yogyakarta,Yogyakarta,Recruiting And People,https://dealls.com/role/master-teacher-english-academy-yogyakarta,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-13T09:49:03.429Z,True,Ruangguru,N/A,Dealls,https://dealls.com/
Business Development Supervisor,Jakarta Barat,Business Dev And Sales,https://dealls.com/role/business-development-supervisor-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-18T07:39:31.630Z,True,BINUS Group,N/A,Dealls,https://dealls.com/
Salesman - Samarinda,Samarinda,Business Dev And Sales,https://dealls.com/role/salesman-samarinda,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-25T02:00:54.545Z,True,PT.Enseval Putera Megatrading Tbk,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Sorong),Sorong Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-sorong,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:13:07.268Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Balikpapan),Balikpapan,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-balikpapan,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-24T03:22:40.432Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Bitung),Bitung,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-bitung,22/08/2024 07:11:18,4500000,fullTime,N/A,,2024-07-31T08:43:08.212Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & funding Officer (kotabaru),Pontianak,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-kotabaru,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:09:48.274Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Balikpapan),Balikpapan,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-balikpapan,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:00:05.894Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Luwuk Banggai),Parigi Moutong Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-luwuk,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T01:54:10.243Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Manokwari),Manokwari Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-manokwari,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:25:01.260Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Sambas),Sambas Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-sambas,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:55:43.381Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Tomohon),Tomohon,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-tomohon,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:54:23.979Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Bitung),Bitung,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-bitung,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:51:59.847Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Luwuk Banggai),Palu,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-luwuk,22/08/2024 07:11:18,4500000,fullTime,N/A,,2024-07-31T08:38:18.077Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Parigi),Parigi Moutong Regency,N/A,https://dealls.com/role/card-and-funding-officer-parigi,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T01:47:29.923Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Pontianak),Pontianak,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-pontianak,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-24T03:05:36.962Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card Funding Officer (Kupang),Kupang,Business Dev And Sales,https://dealls.com/role/card-funding-officer-kupang,22/08/2024 07:11:18,3000000,fullTime,N/A,,2024-07-15T02:14:04.175Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Sengkang),Wajo Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-sengkang,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T01:19:04.855Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Tarakan),Tarakan,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-tarakan,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:26:30.162Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Pinrang),Pinrang Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-pinrang,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T01:03:02.112Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & funding Officer (Banjarmasin),Banjarmasin,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-banjarmasin,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T03:50:27.697Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Perawat Poliklinik - Bali,Denpasar,Health And Science,https://dealls.com/role/perawat-poliklinik-bali,22/08/2024 07:11:18,N/A,contract,N/A,,2024-08-08T07:13:19.130Z,True,Morula IVF Indonesia (PT. Morula Indonesia),N/A,Dealls,https://dealls.com/
Program Permagangan Sales Motoris - Wilayah Cianjur,Cianjur Regency,Business Dev And Sales,https://dealls.com/role/program-permagangan-sales-motoris-wilayah-1,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T04:22:10.970Z,True,PT. Sinar Sosro,N/A,Dealls,https://dealls.com/
Program Permagangan Sales Motoris - Wilayah Sukabumi,Sukabumi,Business Dev And Sales,https://dealls.com/role/program-permagangan-sales-motoris-wilayah,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T04:18:01.764Z,True,PT. Sinar Sosro,N/A,Dealls,https://dealls.com/
Sales Taking Order - Wilayah Jatibarang,Indramayu Regency,Business Dev And Sales,https://dealls.com/role/sales-taking-order-wilayah-jatibarang,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-08-07T08:01:46.488Z,True,PT. Sinar Sosro,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Pontianak),Pontianak,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-pontianak,22/08/2024 07:11:18,3500000,contract,N/A,,2024-07-04T04:05:25.657Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Jayapura),Manokwari Regency,Business Dev And Sales,https://dealls.com/role/card-and-funding-officer-jayapura,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T02:28:54.974Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Ketapang),Ketapang Regency,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-ketapang,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-24T04:17:10.291Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Banjarmasin),Banjarmasin,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-banjarmasin,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-24T02:55:58.910Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Card & Funding Officer (Palu),Palu,N/A,https://dealls.com/role/card-and-funding-officer-palu,22/08/2024 07:11:18,3800000,contract,N/A,,2024-07-04T01:41:09.725Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
Retail Funding Training Program (Bontang),Bontang,Business Dev And Sales,https://dealls.com/role/retail-funding-training-program-bontang,22/08/2024 07:11:18,N/A,fullTime,N/A,,2024-07-24T04:20:47.317Z,True,Bank Mega,N/A,Dealls,https://dealls.com/
